state,age,injury,restraint,inimpact,modelyr,D_injury,year
1,24,2,0,9,0.655172414,4,1998
1,24,2,3,12,0.793103448,3,1998
1,30,3,0,11,0.781609195,3,1998
1,18,4,0,9,0.724137931,3,1998
1,19,3,0,12,0.770114943,4,1998
1,37,3,0,12,0.804597701,4,1998
1,22,3,0,11,0.816091954,3,1998
1,29,3,0,2,0.781609195,4,1998
1,59,4,3,9,0.816091954,3,1998
1,17,4,0,12,0.75862069,3,1998
1,12,3,3,11,0.735632184,4,1998
1,21,4,3,3,0.735632184,4,1998
1,65,3,0,3,0.735632184,3,1998
1,9,0,3,11,0.701149425,0,1998
1,15,1,0,7,0.770114943,4,1998
1,76,4,3,12,0.701149425,3,1998
1,15,3,0,12,0.83908046,4,1998
1,18,3,3,2,0.724137931,4,1998
1,17,1,3,6,0.701149425,1,1998
1,36,3,0,12,0.689655172,0,1998
1,64,4,3,3,0.793103448,0,1998
1,46,3,3,12,0.724137931,0,1998
1,33,4,3,9,0.75862069,4,1998
1,9,3,3,12,0.793103448,3,1998
1,54,3,3,12,0.747126437,4,1998
1,77,4,0,12,0.735632184,2,1998
1,28,3,3,12,0.701149425,3,1998
1,78,4,3,3,0.747126437,3,1998
1,25,3,0,12,0.83908046,4,1998
2,28,4,0,2,0.816091954,2,1998
2,15,3,0,9,0.770114943,3,1998
2,18,0,3,11,0.827586207,0,1998
2,15,3,0,12,0.689655172,4,1998
2,70,3,1,12,0.850574713,4,1998
2,19,4,3,12,0.770114943,4,1998
2,29,4,0,12,0.724137931,3,1998
2,29,2,3,12,0.83908046,3,1998
2,37,4,0,10,0.712643678,4,1998
2,56,1,3,5,0.827586207,0,1998
2,24,2,3,11,0.747126437,1,1998
2,19,0,3,10,0.712643678,3,1998
2,16,3,3,12,0.67816092,4,1998
4,73,4,0,12,0.620689655,4,1998
4,68,4,3,11,0.83908046,3,1998
4,59,3,3,12,0.83908046,2,1998
4,76,4,3,3,0.83908046,3,1998
4,19,4,0,11,0.781609195,2,1998
4,21,4,0,4,0.816091954,2,1998
4,24,4,0,1,0.689655172,3,1998
4,71,4,3,12,0.827586207,0,1998
4,17,0,3,4,0.75862069,0,1998
4,2,0,4,12,0.75862069,0,1998
4,49,3,3,9,0.655172414,4,1998
4,83,4,3,12,0.75862069,3,1998
4,17,3,3,11,0.827586207,3,1998
4,29,3,3,12,0.816091954,3,1998
4,16,2,3,4,0.816091954,2,1998
4,73,0,3,6,0.724137931,0,1998
4,28,3,0,1,0.75862069,4,1998
4,83,4,3,12,0.816091954,3,1998
4,36,4,3,1,0.827586207,2,1998
4,88,1,3,12,0.850574713,4,1998
4,21,0,0,12,0.643678161,0,1998
4,80,4,0,3,0.827586207,3,1998
4,84,4,0,3,0.724137931,3,1998
4,46,4,0,12,0.632183908,4,1998
4,46,3,0,9,0.827586207,4,1998
4,24,0,3,3,0.643678161,2,1998
4,6,1,3,1,0.793103448,4,1998
4,62,0,3,12,0.75862069,0,1998
4,28,0,3,12,0.850574713,0,1998
4,58,2,3,12,0.689655172,2,1998
4,28,4,0,12,0.747126437,4,1998
4,82,4,3,12,0.816091954,2,1998
4,18,3,3,12,0.75862069,4,1998
4,8,3,3,8,0.689655172,3,1998
4,45,4,3,11,0.804597701,4,1998
4,85,4,3,3,0.816091954,4,1998
4,21,4,0,12,0.712643678,4,1998
4,18,2,0,9,0.827586207,4,1998
4,33,2,0,12,0.689655172,2,1998
4,17,3,0,5,0.712643678,3,1998
4,29,0,2,10,0.827586207,0,1998
4,39,2,3,9,0.83908046,4,1998
4,35,2,0,12,0.793103448,4,1998
4,19,2,0,12,0.827586207,2,1998
4,21,1,3,7,0.735632184,4,1998
4,23,2,3,12,0.643678161,2,1998
4,11,1,3,12,0.701149425,1,1998
4,40,4,0,12,0.816091954,3,1998
4,30,3,0,1,0.75862069,4,1998
4,39,4,0,9,0.793103448,4,1998
4,18,2,0,12,0.735632184,2,1998
4,44,4,0,12,0.724137931,4,1998
4,66,3,3,9,0.793103448,4,1998
4,74,4,3,3,0.850574713,2,1998
4,22,4,0,11,0.689655172,1,1998
4,18,4,3,3,0.75862069,3,1998
4,3,0,3,12,0.724137931,0,1998
4,10,0,3,12,0.75862069,0,1998
4,31,4,0,9,0.770114943,4,1998
4,19,3,0,12,0.586206897,3,1998
4,71,4,0,12,0.689655172,2,1998
4,41,4,3,3,0.770114943,3,1998
4,15,2,3,1,0.781609195,1,1998
4,91,4,3,6,0.816091954,0,1998
4,13,3,3,12,0.781609195,3,1998
4,12,4,3,12,0.83908046,2,1998
4,67,3,3,9,0.850574713,4,1998
4,71,0,3,1,0.804597701,0,1998
4,28,3,3,9,0.793103448,4,1998
4,18,3,0,9,0.666666667,4,1998
4,29,3,0,9,0.620689655,4,1998
4,42,3,0,12,0.816091954,2,1998
4,34,4,0,3,0.724137931,1,1998
4,17,2,0,12,0.666666667,2,1998
4,37,3,3,6,0.83908046,3,1998
4,38,4,3,3,0.528735632,4,1998
4,26,3,0,6,0.75862069,4,1998
4,20,0,0,12,0.83908046,0,1998
4,18,4,0,11,0.75862069,2,1998
4,24,2,3,12,0.827586207,4,1998
4,76,4,3,6,0.770114943,3,1998
4,19,4,0,12,0.724137931,3,1998
4,36,2,2,12,0.540229885,2,1998
4,20,4,0,12,0.83908046,3,1998
4,68,3,3,7,0.83908046,4,1998
4,67,4,0,1,0.632183908,2,1998
4,17,3,0,12,0.67816092,4,1998
4,4,0,3,12,0.75862069,0,1998
4,16,1,3,12,0.770114943,1,1998
4,21,2,0,1,0.655172414,4,1998
4,19,4,3,3,0.712643678,4,1998
4,56,0,3,6,0.850574713,0,1998
4,17,2,3,12,0.827586207,2,1998
4,43,0,3,4,0.827586207,0,1998
4,44,4,3,1,0.850574713,4,1998
4,65,4,3,12,0.862068966,3,1998
4,19,0,2,12,0.781609195,0,1998
4,23,3,0,12,0.701149425,4,1998
4,23,3,1,1,0.804597701,4,1998
4,22,1,3,12,0.75862069,1,1998
4,76,4,3,12,0.83908046,4,1998
4,32,3,0,8,0.735632184,4,1998
4,53,3,3,12,0.816091954,3,1998
4,50,1,0,6,0.712643678,1,1998
4,19,3,3,7,0.609195402,3,1998
4,40,4,0,12,0.804597701,4,1998
4,19,4,0,12,0.67816092,4,1998
4,21,2,3,1,0.850574713,3,1998
4,38,0,3,12,0.632183908,0,1998
4,20,4,0,12,0.793103448,3,1998
4,58,4,0,3,0.816091954,3,1998
4,31,4,0,12,0.724137931,3,1998
4,18,2,3,12,0.689655172,2,1998
4,21,0,3,12,0.701149425,0,1998
4,22,3,0,9,0.712643678,4,1998
4,25,0,3,11,0.804597701,0,1998
4,13,0,2,12,0.574712644,0,1998
4,12,2,3,12,0.689655172,2,1998
4,49,4,3,12,0.804597701,4,1998
4,33,4,0,12,0.827586207,4,1998
4,7,2,3,12,0.827586207,4,1998
4,85,4,3,3,0.724137931,2,1998
4,41,2,0,12,0.781609195,0,1998
4,65,2,3,6,0.735632184,0,1998
4,52,4,0,3,0.850574713,3,1998
4,74,2,3,9,0.83908046,4,1998
4,22,0,3,12,0.827586207,0,1998
4,17,1,0,4,0.712643678,1,1998
5,41,3,3,12,0.701149425,4,1998
5,41,4,0,3,0.781609195,3,1998
5,93,4,0,12,0.827586207,4,1998
5,77,3,0,9,0.747126437,4,1998
5,44,4,3,11,0.804597701,4,1998
5,14,2,3,12,0.747126437,2,1998
5,80,3,3,12,0.793103448,1,1998
5,16,2,0,12,0.827586207,4,1998
5,53,4,0,9,0.804597701,4,1998
5,25,3,3,9,0.804597701,4,1998
5,30,2,3,12,0.83908046,2,1998
5,65,4,3,3,0.701149425,3,1998
5,31,0,3,9,0.83908046,0,1998
5,40,3,3,12,0.724137931,4,1998
5,69,4,0,12,0.67816092,4,1998
5,24,3,3,9,0.850574713,3,1998
5,19,4,0,3,0.735632184,3,1998
5,67,4,0,12,0.735632184,3,1998
5,18,4,0,12,0.689655172,2,1998
5,29,0,3,12,0.850574713,0,1998
5,13,2,3,12,0.75862069,2,1998
5,39,3,3,12,0.816091954,4,1998
5,21,3,3,12,0.747126437,3,1998
5,51,4,0,12,0.804597701,0,1998
5,37,4,0,2,0.747126437,3,1998
5,34,4,3,3,0.747126437,4,1998
5,44,4,0,9,0.689655172,4,1998
5,16,3,3,11,0.850574713,3,1998
5,14,4,0,12,0.804597701,4,1998
5,31,2,3,12,0.712643678,1,1998
5,71,4,3,2,0.735632184,0,1998
5,18,3,3,9,0.83908046,4,1998
5,47,4,0,3,0.75862069,4,1998
5,18,4,3,12,0.804597701,4,1998
5,31,3,0,9,0.816091954,4,1998
5,23,4,0,2,0.770114943,4,1998
5,51,4,0,12,0.701149425,3,1998
5,43,3,0,12,0.804597701,4,1998
5,71,4,3,12,0.747126437,4,1998
5,54,3,3,12,0.83908046,3,1998
5,10,4,0,12,0.770114943,3,1998
5,66,3,3,12,0.712643678,3,1998
5,76,4,0,12,0.770114943,4,1998
5,33,3,0,12,0.770114943,4,1998
5,14,3,3,11,0.793103448,3,1998
5,15,3,0,3,0.827586207,4,1998
5,52,4,3,3,0.689655172,1,1998
5,64,4,0,12,0.747126437,4,1998
5,88,3,3,12,0.827586207,3,1998
5,19,3,3,9,0.770114943,4,1998
5,57,3,3,3,0.816091954,3,1998
5,38,4,3,9,0.586206897,3,1998
5,26,3,3,12,0.712643678,3,1998
5,40,4,0,3,0.770114943,3,1998
5,22,3,3,12,0.735632184,3,1998
5,16,3,3,3,0.735632184,4,1998
5,16,3,0,9,0.781609195,4,1998
5,21,4,0,12,0.816091954,3,1998
5,1,0,4,12,0.666666667,3,1998
5,80,0,3,10,0.793103448,0,1998
5,13,2,3,12,0.827586207,0,1998
5,36,1,3,6,0.804597701,4,1998
5,31,3,0,12,0.793103448,4,1998
5,1,4,4,12,0.816091954,3,1998
5,79,4,3,3,0.747126437,3,1998
5,7,0,3,9,0.781609195,0,1998
5,73,1,3,12,0.850574713,1,1998
5,19,3,0,12,0.804597701,4,1998
5,15,3,0,9,0.75862069,4,1998
5,38,3,0,12,0.701149425,3,1998
5,64,4,0,6,0.816091954,3,1998
5,60,3,3,12,0.574712644,3,1998
5,79,3,3,12,0.781609195,3,1998
5,40,4,3,12,0.816091954,2,1998
5,81,4,0,12,0.793103448,3,1998
5,21,3,0,12,0.689655172,4,1998
5,50,3,3,12,0.816091954,4,1998
5,24,3,0,6,0.75862069,4,1998
5,48,4,0,10,0.655172414,4,1998
5,16,0,3,12,0.816091954,0,1998
5,16,4,3,4,0.75862069,4,1998
5,68,4,0,3,0.735632184,3,1998
5,17,0,3,2,0.850574713,0,1998
5,14,0,3,12,0.793103448,0,1998
5,18,3,0,12,0.793103448,4,1998
5,34,4,0,12,0.724137931,3,1998
5,21,2,0,12,0.827586207,3,1998
5,20,4,3,12,0.67816092,4,1998
5,45,3,0,6,0.724137931,3,1998
5,51,4,0,12,0.75862069,4,1998
5,71,4,0,10,0.781609195,4,1998
5,4,3,3,12,0.793103448,3,1998
5,59,0,3,12,0.83908046,4,1998
5,45,3,0,11,0.816091954,4,1998
5,19,2,3,12,0.793103448,4,1998
5,18,4,0,12,0.747126437,3,1998
5,21,4,3,12,0.83908046,3,1998
5,54,3,3,12,0.862068966,4,1998
5,62,0,3,12,0.827586207,0,1998
5,16,4,0,11,0.827586207,3,1998
5,38,3,3,12,0.850574713,2,1998
6,19,4,0,12,0.770114943,3,1998
6,23,4,1,12,0.804597701,1,1998
6,36,4,1,12,0.793103448,4,1998
6,31,3,3,12,0.816091954,3,1998
6,17,4,3,2,0.724137931,2,1998
6,69,1,3,12,0.770114943,2,1998
6,44,1,3,12,0.747126437,1,1998
6,17,0,3,12,0.75862069,1,1998
6,31,4,3,12,0.701149425,2,1998
6,59,1,3,9,0.712643678,1,1998
6,21,1,3,12,0.701149425,2,1998
6,92,4,3,3,0.643678161,0,1998
6,85,4,0,1,0.816091954,0,1998
6,85,4,3,9,0.804597701,4,1998
6,36,4,3,3,0.827586207,3,1998
6,61,1,3,6,0.712643678,0,1998
6,19,2,3,12,0.701149425,2,1998
6,46,0,3,12,0.724137931,2,1998
6,20,3,3,12,0.770114943,0,1998
6,20,3,3,12,0.712643678,4,1998
6,27,0,0,12,0.816091954,0,1998
6,34,3,3,9,0.83908046,4,1998
6,37,1,3,9,0.770114943,4,1998
6,25,1,3,9,0.724137931,2,1998
6,73,4,0,3,0.563218391,2,1998
6,19,2,3,12,0.701149425,4,1998
6,30,4,8,11,0.770114943,2,1998
6,90,4,3,1,0.724137931,3,1998
6,18,3,3,12,0.770114943,3,1998
6,80,4,3,3,0.712643678,1,1998
6,25,2,3,9,0.793103448,4,1998
6,16,2,3,12,0.735632184,2,1998
6,63,4,3,10,0.83908046,3,1998
6,24,2,3,3,0.689655172,3,1998
6,81,4,3,3,0.701149425,4,1998
6,26,1,3,12,0.770114943,2,1998
6,19,4,0,12,0.471264368,3,1998
6,14,2,3,12,0.83908046,1,1998
6,9,0,3,12,0.747126437,1,1998
6,18,3,3,9,0.827586207,4,1998
6,25,4,0,9,0.701149425,4,1998
6,17,4,3,12,0.793103448,4,1998
6,59,4,3,12,0.793103448,2,1998
6,32,1,3,12,0.724137931,1,1998
6,41,2,3,9,0.816091954,4,1998
6,22,4,0,1,0.67816092,2,1998
6,21,1,3,12,0.83908046,2,1998
6,47,0,3,12,0.816091954,0,1998
6,36,0,3,7,0.781609195,0,1998
6,19,1,3,1,0.712643678,0,1998
6,18,4,0,9,0.83908046,3,1998
6,29,4,3,12,0.712643678,3,1998
6,48,0,3,10,0.735632184,0,1998
6,54,1,3,12,0.850574713,1,1998
6,55,4,3,3,0.83908046,3,1998
6,79,4,3,10,0.701149425,4,1998
6,66,3,3,12,0.735632184,4,1998
6,20,0,3,12,0.735632184,0,1998
6,23,2,3,9,0.67816092,4,1998
6,15,0,3,6,0.67816092,0,1998
6,25,2,3,12,0.827586207,0,1998
6,17,0,3,11,0.724137931,0,1998
6,23,3,3,9,0.83908046,4,1998
6,65,4,3,3,0.735632184,3,1998
6,24,0,3,12,0.781609195,0,1998
6,39,3,3,6,0.770114943,1,1998
6,28,3,3,8,0.804597701,4,1998
6,72,1,3,4,0.724137931,3,1998
6,24,0,3,2,0.643678161,1,1998
6,52,3,3,12,0.827586207,3,1998
6,17,2,3,3,0.781609195,2,1998
6,18,4,3,3,0.735632184,2,1998
6,76,4,3,12,0.770114943,2,1998
6,39,1,3,12,0.827586207,1,1998
6,44,4,3,9,0.701149425,4,1998
6,21,2,3,12,0.689655172,1,1998
6,53,1,3,1,0.781609195,0,1998
6,14,4,3,3,0.747126437,4,1998
6,35,1,3,12,0.793103448,2,1998
6,27,2,0,3,0.67816092,2,1998
6,52,4,3,9,0.770114943,3,1998
6,18,0,3,11,0.75862069,2,1998
6,36,0,3,11,0.770114943,0,1998
6,25,3,3,12,0.735632184,4,1998
6,13,3,3,9,0.689655172,4,1998
6,14,2,3,12,0.689655172,2,1998
6,41,4,3,3,0.781609195,4,1998
6,70,3,3,12,0.770114943,2,1998
6,51,1,3,12,0.781609195,1,1998
6,33,0,3,12,0.816091954,0,1998
6,41,0,3,6,0.735632184,0,1998
6,28,2,3,12,0.643678161,1,1998
6,53,4,0,3,0.701149425,3,1998
6,34,0,3,12,0.689655172,1,1998
6,84,4,3,3,0.712643678,4,1998
6,20,0,3,12,0.83908046,0,1998
6,24,1,3,6,0.689655172,1,1998
6,41,1,3,6,0.770114943,0,1998
6,17,2,3,3,0.83908046,2,1998
6,19,2,3,3,0.850574713,4,1998
6,22,3,3,12,0.770114943,2,1998
6,21,4,3,3,0.712643678,3,1998
6,29,4,3,3,0.83908046,2,1998
6,35,0,3,9,0.689655172,0,1998
6,62,1,3,8,0.793103448,1,1998
6,54,4,3,3,0.67816092,2,1998
6,36,1,3,2,0.793103448,0,1998
6,87,4,1,12,0.770114943,3,1998
6,44,0,3,12,0.83908046,0,1998
6,18,2,3,12,0.724137931,3,1998
6,46,2,2,12,0.574712644,4,1998
6,15,4,3,11,0.712643678,3,1998
6,19,2,0,12,0.83908046,3,1998
6,26,3,3,9,0.804597701,4,1998
6,6,2,3,12,0.735632184,3,1998
6,76,3,3,12,0.712643678,4,1998
6,44,3,3,3,0.75862069,4,1998
6,24,2,3,11,0.816091954,4,1998
6,16,0,3,8,0.781609195,0,1998
6,42,1,3,2,0.724137931,2,1998
6,15,2,0,12,0.551724138,2,1998
6,40,4,0,6,0.689655172,3,1998
6,97,3,3,12,0.724137931,2,1998
6,86,4,3,10,0.747126437,1,1998
6,16,3,1,3,0.770114943,0,1998
6,29,3,3,9,0.850574713,3,1998
6,74,4,3,3,0.804597701,0,1998
6,18,2,3,12,0.83908046,2,1998
6,69,2,3,6,0.816091954,0,1998
6,21,0,3,5,0.816091954,0,1998
6,45,3,3,2,0.816091954,3,1998
6,13,2,3,3,0.770114943,0,1998
6,17,4,0,12,0.83908046,3,1998
6,34,0,3,12,0.701149425,0,1998
6,23,2,3,9,0.816091954,4,1998
6,29,3,3,12,0.701149425,3,1998
6,79,3,3,12,0.75862069,4,1998
6,20,3,3,1,0.724137931,4,1998
6,27,0,3,12,0.850574713,0,1998
6,15,2,3,12,0.67816092,2,1998
6,21,3,3,2,0.747126437,4,1998
6,21,3,1,12,0.770114943,4,1998
6,76,4,3,12,0.827586207,4,1998
6,38,1,3,3,0.781609195,0,1998
6,22,2,3,12,0.770114943,2,1998
6,17,4,3,7,0.689655172,3,1998
6,65,0,3,1,0.816091954,0,1998
6,14,2,3,12,0.770114943,2,1998
6,24,2,3,12,0.701149425,2,1998
6,28,1,3,12,0.747126437,4,1998
6,41,0,1,12,0.540229885,0,1998
6,19,3,3,1,0.712643678,4,1998
6,25,2,0,12,0.850574713,2,1998
6,38,1,3,3,0.793103448,0,1998
6,18,4,0,12,0.816091954,3,1998
6,15,2,3,3,0.770114943,4,1998
6,16,1,0,3,0.425287356,4,1998
6,18,0,3,12,0.781609195,0,1998
6,29,4,0,12,0.655172414,3,1998
6,60,0,3,12,0.724137931,0,1998
6,24,0,3,9,0.83908046,0,1998
6,78,2,0,12,0.827586207,4,1998
6,80,0,3,6,0.781609195,0,1998
6,27,2,3,12,0.747126437,0,1998
6,37,0,3,12,0.75862069,0,1998
6,49,0,3,12,0.689655172,0,1998
6,20,4,3,12,0.75862069,4,1998
6,18,4,0,12,0.724137931,2,1998
6,65,2,0,9,0.724137931,4,1998
6,17,2,1,12,0.735632184,4,1998
6,19,4,0,6,0.471264368,3,1998
6,34,1,3,12,0.712643678,1,1998
6,50,4,3,12,0.701149425,2,1998
6,16,2,0,7,0.689655172,3,1998
6,85,0,3,11,0.804597701,0,1998
6,46,1,3,12,0.804597701,1,1998
6,19,1,0,1,0.83908046,2,1998
6,26,4,2,3,0.781609195,3,1998
6,35,4,3,12,0.655172414,4,1998
6,26,1,1,9,0.666666667,2,1998
6,61,1,3,8,0.83908046,2,1998
6,19,4,0,12,0.563218391,3,1998
6,33,4,3,3,0.712643678,1,1998
6,29,0,3,1,0.712643678,0,1998
6,18,3,3,9,0.816091954,4,1998
6,21,1,3,12,0.816091954,1,1998
6,85,4,3,3,0.793103448,4,1998
6,90,4,3,12,0.701149425,2,1998
6,29,2,3,12,0.770114943,2,1998
6,27,0,0,9,0.701149425,1,1998
6,35,1,3,12,0.816091954,0,1998
6,24,1,3,12,0.781609195,2,1998
6,91,4,3,12,0.712643678,4,1998
6,21,2,3,10,0.816091954,2,1998
6,41,0,3,12,0.793103448,0,1998
6,11,4,3,3,0.724137931,3,1998
6,19,4,3,12,0.724137931,4,1998
6,14,2,0,12,0.850574713,4,1998
6,17,4,3,12,0.850574713,3,1998
6,35,4,3,6,0.712643678,2,1998
6,16,4,3,7,0.724137931,4,1998
6,22,4,3,12,0.701149425,2,1998
6,51,1,3,12,0.770114943,2,1998
6,25,3,0,12,0.689655172,4,1998
6,81,4,3,3,0.827586207,0,1998
6,37,2,3,12,0.67816092,1,1998
6,22,4,0,3,0.597701149,4,1998
6,73,0,3,12,0.793103448,0,1998
6,90,0,3,12,0.781609195,4,1998
6,53,4,0,3,0.551724138,1,1998
6,19,4,3,5,0.816091954,2,1998
6,51,4,3,12,0.850574713,3,1998
6,53,4,3,3,0.770114943,2,1998
6,75,4,3,12,0.747126437,2,1998
6,75,2,3,9,0.827586207,4,1998
6,26,2,3,1,0.816091954,2,1998
6,16,3,3,12,0.735632184,3,1998
6,9,4,0,12,0.781609195,4,1998
6,43,3,0,12,0.712643678,4,1998
6,71,3,3,12,0.655172414,3,1998
6,11,0,3,8,0.816091954,2,1998
6,17,2,3,12,0.712643678,2,1998
6,57,4,8,3,0.793103448,2,1998
6,15,4,3,3,0.724137931,3,1998
6,26,0,3,12,0.655172414,0,1998
6,17,0,0,7,0.632183908,4,1998
6,42,0,3,12,0.793103448,0,1998
6,28,2,0,12,0.459770115,4,1998
6,17,4,3,4,0.701149425,3,1998
6,26,4,3,3,0.781609195,2,1998
6,58,4,3,3,0.827586207,3,1998
6,76,4,0,3,0.770114943,3,1998
6,9,4,3,3,0.747126437,1,1998
6,69,4,3,12,0.781609195,4,1998
6,20,2,0,12,0.551724138,4,1998
6,15,3,3,1,0.735632184,4,1998
6,52,4,3,12,0.655172414,2,1998
6,17,2,3,8,0.770114943,4,1998
